"","X","business_id","star_gym","class","equipment","service","facility","price","popularity"
"1121",1121,"lFo01fuh61atfM7lKEmjhA",5,0,0,0,0.1,0.1,3.5
"1122",1122,"lfVF5vUWopxYVp0ThD70hQ",4.5,0.1,0,0,0,0,3.5
"1123",1123,"lfyn-AOkQ13hAAWBJqGmzQ",4,-0.1,0,0,-0.1,-0.1,2
"1124",1124,"lhGk4HtCgXOtQnESbbLiqw",5,0,0,NA,NA,0,1.5
"1125",1125,"LI7JRTpqctEnU2di3zLuRA",2.5,-0.1,-0.1,0,0,-0.1,2.5
"1126",1126,"ligbBQffuDGq4sm_MXy_NA",4,0.2,0,0,-0.1,-0.1,1.5
"1127",1127,"lINQtc0IUYZwW4wqLtKiXg",4,0,NA,0.2,0.1,NA,2
"1128",1128,"LJ8U5ZVnFpF8XNUR7DcUng",3,0,0,0,0.1,-0.1,3
"1129",1129,"LjVNzXn69zvOL6TyinhNtw",2.5,0.1,0.1,0,0,0,2.5
"1130",1130,"lkbnowYz-FOPl5-0DZePuA",4,0.1,0,0,-0.1,0,2.5
"1131",1131,"LmSXrnY1Wf-sdTBxXZmBsA",4,0.1,0.3,NA,-0.1,0,2
"1132",1132,"ln_Gn7gxGRQSt6IjXDEzMw",5,0.1,0.1,NA,0.1,0.2,3
"1133",1133,"loqnOujtvjntLBxCCDuF2A",4,0.1,0,0,0,0,3
"1134",1134,"LP51yJfAk6ILh-UVIpOXWg",2.5,0,NA,-0.1,0,NA,1.5
"1135",1135,"lPlLy_cx97YY4OmYI1xpBQ",4,-0.1,-0.1,0,0,0,3.5
"1136",1136,"LpRBYnW7O7tp-lrF_xf3Qw",3,-0.1,0,0,0,0,2.5
"1137",1137,"LqtHOPCs6Cv9ukYpI9BDBQ",5,0,0.3,0.1,NA,0.1,2
"1138",1138,"LRWlhkK9WE50wSE3K4Q05g",4,-0.1,-0.1,0,0,-0.1,2
"1139",1139,"LSfWtDmfrh0JarhyY_O1Hg",3,0,0,0,0,-0.1,4
"1140",1140,"LT4JVAdWveauJ0QUjbjAtA",3.5,-0.1,0,0,0,-0.1,3
"1141",1141,"LtATCMWCuBxfj7dkQSAw7w",3.5,0,NA,0,0,0,2.5
"1142",1142,"LtAw7gF3RecF1-tFsKWpcw",4,0.2,NA,-0.1,NA,-0.1,2
"1143",1143,"LtJF1whw2xnbLkGTPQAyjQ",3,-0.1,0,0,0,-0.1,3
"1144",1144,"lto5nd57CyixAfvCJ39Esw",3.5,-0.1,-0.1,0,0.1,0.1,2.5
"1145",1145,"LU_IkZLhyiEDWYS2_hNWAg",4.5,0,0,0.1,0,0,4
"1146",1146,"lUKkaSiMIezaYPnvub1V_g",4.5,-0.1,NA,NA,0,0.1,1.5
"1147",1147,"luR7Vi-_nyKoBQ_zEjNSTg",3,0,0,0,-0.1,0,4.5
"1148",1148,"lVBLQYRcbwaZptmrcem_lg",4,0,0,0,NA,-0.1,2
"1149",1149,"LvC9-XWrChqc20F18NQ6Kg",4.5,0,0.1,0,0,-0.1,3.5
"1150",1150,"LVoeVrMu8EhpTduVuLYLLA",3.5,-0.1,0.1,0,0,-0.1,2
"1151",1151,"LweOPl4n6XnbgxDxeTALkg",4.5,0,-0.1,0,0,0.1,3.5
"1152",1152,"LWKfx1rlH1KR5DseqPRIbA",4,0.1,0,0,0,-0.1,3
"1153",1153,"lwKpwxDmPEEfsLXEDHbizg",2,0,NA,0,0.1,0,1.5
"1154",1154,"Lwm6HLjR_T3bm-UXzJhLrQ",4.5,0.1,-0.1,0,NA,0.1,2.5
"1155",1155,"lWXu1Zxh4oNOfjkVCLoeag",2.5,-0.1,0,0,0,-0.1,4
"1156",1156,"lxLF-Q5Zmi5UEZcDKelgfA",4,0.1,0,NA,NA,NA,1.5
"1157",1157,"LXMry9MXtYDey-VGsfA6qA",3.5,-0.1,0,0,0,0,3.5
"1158",1158,"LyteSpbCsSZTWrvphEAESQ",5,0.1,NA,NA,0,0.3,1.5
"1159",1159,"lz7ZkHVwYn0febZiu9tUFg",2,0.1,NA,0,NA,0.1,1.5
"1160",1160,"m0_G6-wN_jrcfu-BUBzM0A",4,0,-0.1,0,-0.1,0,3.5
"1161",1161,"m0irA8WO2Mnw2jqsx42lrQ",3.5,-0.1,0,0,0,0,3.5
"1162",1162,"m0WHE3GezE_1S3fEwXo-Ow",4,-0.1,-0.1,0,0.1,0,2
"1163",1163,"m32g2h9_iMYM_svKwphYDA",5,0,NA,NA,0,0,1.5
"1164",1164,"M4qlLkuG3Lbppj_nktyDrg",4,0.1,0,0.1,0,0,3
"1165",1165,"m65JJBgYpXXr-ALEg7zB3A",5,0.2,NA,0,0.2,0.1,2
"1166",1166,"M6GpYZIVUdOOEZE2bIGxzQ",2.5,0,0,0,0,0,2.5
"1167",1167,"m9nmZEoCHJnxF_mnaH0LyA",3,0,0,-0.1,0,-0.1,1.5
"1168",1168,"mA9xbBKozvRNG9RWd8F3KA",3.5,-0.1,0,0,0,0.1,3
"1169",1169,"mAgzMnfriN4EbvRlbyI0fw",3.5,0.1,0,0,-0.1,0,2.5
"1170",1170,"mAKcBUS8PLcYv1yazfqTFg",5,0.3,-0.1,NA,-0.1,-0.1,1.5
"1171",1171,"mANGCHLc7X_TkE-0aO1oCw",4,0,0,0,0.1,0,2
"1172",1172,"maOH45uFQ4lJNsgagI0YKQ",4.5,-0.1,0,NA,0.1,0.1,2
"1173",1173,"MaSJyD1Pi4l0Phn2BDbtnw",4.5,0.1,0,-0.1,-0.1,-0.1,2.5
"1174",1174,"mBiX0XlprVuQcxVgu1xPjA",4,0,-0.1,-0.1,0,-0.1,3.5
"1175",1175,"McfVBWlfUKvpIx6k8kJmGQ",5,0.2,-0.1,0.1,-0.1,-0.1,2
"1176",1176,"MCU1Zzsy_zdDxPwQ7_0AcA",5,0,NA,NA,-0.1,0.1,1.5
"1177",1177,"mdC98ZzfgqtNPDX-L5Wcgw",4.5,-0.1,0.4,NA,0,0.2,2
"1178",1178,"MdPWam7_RcTqPGlB0k6R-Q",5,-0.1,0.1,NA,0,NA,1.5
"1179",1179,"mEZbpMmNpOFvuQQetoD6yA",3,-0.1,-0.1,0,0,-0.1,3
"1180",1180,"MGCMm7S2ZBogz-ZWOJ360A",3.5,0.1,0,NA,0,0,1.5
"1181",1181,"MGKMMRdXOiYaMFdUo2s6eQ",5,0.1,0.2,NA,NA,0.1,1.5
"1182",1182,"MhRugNRhAroPyjD2_yN_lw",4.5,0.1,NA,NA,-0.1,-0.1,1.5
"1183",1183,"mhyIvO-tJzace_aKF3FMnA",5,0.1,0.1,NA,0,0.2,2
"1184",1184,"MIoUMXltTt54BmcvQLCA7Q",5,0,0,NA,-0.2,0,3
"1185",1185,"mjzz3UGHApHVJxZ0AHH4Tw",4.5,0,0.1,NA,0.1,0.1,1.5
"1186",1186,"MkMiBGLpwuDz4Q4yE4Nshg",4,0,0,0,-0.1,0,3.5
"1187",1187,"mKOmpazvrRjkpKxUiovsRw",4,0,0.1,0,0,0,4
"1188",1188,"mkrx0VhSMU3p3uhyJGCoWA",2.5,-0.1,0,0,-0.1,-0.1,4
"1189",1189,"mKVQRo1P5SWwYrAZl4N6XQ",4,-0.1,NA,0,NA,0.1,1.5
"1190",1190,"mlBXViMT58r1OoFuAni2Iw",4.5,0,-0.1,0,0,0,2.5
"1191",1191,"Mly1i4QevIkzkj9FxLl0Og",4.5,0.1,0,NA,0,0,2
"1192",1192,"MMamBIwvPz5MpdPW1OKnhQ",5,-0.1,0,NA,0,-0.1,1.5
"1193",1193,"mmbiDRz7Bj0yDTHaKxQSMw",2,0,0,-0.1,-0.1,0,3.5
"1194",1194,"MMlBXi5gareunJhW3POByQ",3.5,-0.1,0,0,0,-0.1,3
"1195",1195,"MMrELKh0Uk4k0ieJgmDn1A",4,0,0,0,0,0,3.5
"1196",1196,"mNiN1RdbX1tNWIh-sWxszw",3,0,0,0,0,0,3
"1197",1197,"mnMbE5FfstP_pOBcFdnoGA",4,0.1,NA,0,0,0,2
"1198",1198,"MnQ01C7OqvI5w70CHmOCiA",5,0.1,0.1,NA,0,-0.1,2
"1199",1199,"mo_hPUT3G1WsUFyFCf1aaw",3,0,0,0,0,-0.1,2.5
"1200",1200,"MOHC8k-fdsofW4SphpF7oA",3.5,0,0,0,0,0,3.5
"1201",1201,"mpfeoufzfJNihsjMMOTmow",5,0,0,NA,0,0,3.5
"1202",1202,"MpFmlgQTx01PCFAH1ku8TA",4.5,0,-0.1,NA,0,-0.1,2
"1203",1203,"MpIryPcH4uXwM03NSp4lxA",4,0,0.1,0,0,0.1,2
"1204",1204,"MqcXLtvjKAZFp8hOeoWkdw",4,0,0,0,0,0.1,3
"1205",1205,"mRi1ZL8Tuj4zf6R2UeFZBw",5,0.1,0,NA,0,0.1,3
"1206",1206,"ms4n54GbTDO6ReF_AjG2SA",5,-0.1,0,NA,0,0,2
"1207",1207,"msiATx2bTCuLYudKymu9Mw",3.5,-0.1,NA,0.1,0,-0.1,2
"1208",1208,"MSRgIo2nreqq3P8DVqeMsg",3.5,0,0,0.1,0,-0.1,3.5
"1209",1209,"MsZcTtCaXWnWuqVP0-kV5A",2,-0.1,-0.1,0,-0.1,-0.1,2.5
"1210",1210,"mTaD5FGNmCakiazBDS4VsQ",5,-0.2,0.1,0,0,0.1,1.5
"1211",1211,"mu1RxaKyN-tgsREjdI883A",4.5,0.3,0,NA,0,0,1.5
"1212",1212,"mwx3QaBbq1dj7R22TCwqIg",3,-0.1,-0.1,0,-0.1,-0.1,3.5
"1213",1213,"MxCZWIPUWqIWHHRFobjIyg",4.5,-0.1,-0.1,0.1,-0.1,0,2
"1214",1214,"MXdI5DbjrYCp-RwXp8tCtw",4.5,0,0,0.1,NA,0,2.5
"1215",1215,"myyoJ7-ykJwFlDLiYQiF6w",5,0,0,NA,NA,0,2.5
"1216",1216,"Mz0VUf2ADKBJSf71jQUw_Q",5,-0.1,NA,NA,NA,0,1.5
"1217",1217,"MZ2bZdWH1uhhapS788_WTg",5,-0.1,0.1,0.1,NA,0.1,1.5
"1218",1218,"mZgVtt_nhUanaUmai8KYdg",4,-0.1,0.1,0,0,0,2.5
"1219",1219,"MZJZ-lwaYsY0_njzeDDKhg",5,0.1,0.1,NA,0.1,0.4,1.5
"1220",1220,"Mznlk6QM3xqWmYy9RjgMEQ",4.5,0,-0.1,0,0,0,3
"1221",1221,"N_6avooGFnyIF3XUnV_01A",4.5,-0.1,0,0,0,0,2.5
"1222",1222,"n_JKLpYZeZXIPGcOmZYKSg",3,0,0.1,0,0,0.1,1.5
"1223",1223,"N_Q76ECghYDm80qvboyL1w",4.5,0,0,NA,0.2,0,3
"1224",1224,"N_ui61AieP4yT1ErtaETMQ",5,0.1,0.1,0,0.1,0.1,3
"1225",1225,"n-edUqrMdKELX6ddGGJsFA",2,0.1,0,-0.1,0,NA,1.5
"1226",1226,"n0d4-MX6ir0ex5av5I4UTA",4,0,0.1,NA,NA,0,2
"1227",1227,"n1kmIKjzAFNDBhHyhZrSSg",5,0,0,NA,0,0,2
"1228",1228,"N3TtZroRJ_bEqnQcuAa93A",4,-0.1,NA,NA,-0.1,0,1.5
"1229",1229,"N4xrhWGDa6J1vWeCjCDZeA",4,0,0,0,0,0,4.5
"1230",1230,"n59ldVh62nmiUOzKKuzJVQ",4.5,0.5,-0.2,0,0,0.1,1.5
"1231",1231,"n6lOoEAlbsE2LFgLIq2GTg",5,0.2,0.1,0.2,NA,0.1,2.5
"1232",1232,"nafNG3Bn-_dx-8oYDd-8wQ",4.5,0.1,0,0,0,0,4
"1233",1233,"naftjJ9oF549BOhfOjW7Og",2,0,0,0,0,0,3
"1234",1234,"NAKaQBv0eBxtqjFUJKEwVA",2.5,-0.1,0.1,-0.1,0,-0.1,2
"1235",1235,"naUJwL5e5sJjwVdOiGYGkw",2.5,-0.1,0,0,0,-0.1,3.5
"1236",1236,"Nb_WQa8ja9GxNuxe8eCMdA",4.5,0,-0.1,NA,-0.1,0,2
"1237",1237,"NBQ_YoDGUfwgDRWcvHTknQ",4.5,0.1,0,0.1,0,0,2.5
"1238",1238,"Nbu6XEIvyz8ETpOO2fXtIQ",4.5,0,-0.1,-0.1,-0.1,0,2
"1239",1239,"NBuIfB80hH9Q5WvnPXTxUA",4,0,-0.1,0.1,0,0.1,1.5
"1240",1240,"NC3aYVJT8hTloxrugUh8_w",3.5,-0.1,NA,0,NA,-0.1,2
"1241",1241,"Nc6xgkabbIw36l8wi0pFcg",3.5,-0.1,-0.1,0,0,-0.1,2.5
"1242",1242,"nC7kZYEdQNimwpHiKkNoWQ",3.5,0,-0.1,0,0,0,3.5
"1243",1243,"NDduBlHBdNX5L09FQtjhrQ",5,0,0.2,NA,NA,0.2,2
"1244",1244,"NDIJX0VJdcqbo8ZPZb6szQ",5,0,-0.1,NA,NA,0,1.5
"1245",1245,"ndL5rUvpxJkl6jjS3UnJSg",4,0,-0.1,0,0,0,3.5
"1246",1246,"NdZdfpNMFNMqngQfntoAUw",5,0,0,NA,0.1,0.1,2
"1247",1247,"nEXtkt7WVaLzplBNUiUZ6w",4.5,-0.1,NA,0,NA,NA,2
"1248",1248,"nFtj6ltGeO4RRbG1Mx9K9g",4,0,0,0,-0.1,0,2.5
"1249",1249,"NfXgoJP_iIRLG8UU_2HKSQ",5,0.1,0,0.3,0.1,0.1,2
"1250",1250,"nfZkqR-Xy53-L3WNdsGObg",4.5,0,0,0,0,0,3.5
"1251",1251,"NgEzqA861gZyI72lNvqRdw",5,0,0,NA,0,0.1,3
"1252",1252,"ngZDWpPgY4aefl1oxjDafQ",5,-0.1,0,NA,0,-0.1,1.5
"1253",1253,"Ni4xoPGiyNVCipahz_3WDA",4,0,0,0,0,0,3
"1254",1254,"NiiLy56YtLWEVZYJQu4qww",2.5,-0.1,NA,NA,-0.1,NA,2
"1255",1255,"nIueoZvPK6C0aqgYATZG0g",5,0.1,0.2,NA,0.1,0,2
"1256",1256,"NJ2-7kyKoVtMJ95HdshiDw",2.5,-0.2,-0.1,NA,-0.1,-0.1,2
"1257",1257,"NjeWGKmg0PuCeFfh6vLTIw",2.5,0.1,0,0,0,0,2
"1258",1258,"NJLWlte26R13rzNLCbplrg",3.5,-0.1,0,0,0,0,3.5
"1259",1259,"nKQlg4elLQWc7YHtpefjjg",4,0,0.1,0.1,0,0,3
"1260",1260,"NKYtcNQy8NOlaixIx7Qv1A",3,0,0,0,0,0,3.5
"1261",1261,"NLQaXcNTvoD-nltjecE8Wg",5,-0.1,NA,NA,-0.1,-0.1,1.5
"1262",1262,"nM_ZXhj8I_oef6Q9A_dCjA",3.5,0.1,0,NA,-0.1,0.1,2.5
"1263",1263,"NMlH1UwIVan47c9Z0p-VYQ",5,0.1,-0.2,NA,0.1,0,2
"1264",1264,"nMrfP9QReHCDDAK0LdNhRw",3.5,0,-0.1,0,0,0,2.5
"1265",1265,"nMU1B0mQK1vyeDyU4BP0Ig",5,0,0.2,NA,0,0.2,2
"1266",1266,"nMz50xEUaIAlrT21erTbNw",4.5,-0.1,0,NA,0,0,2
"1267",1267,"nN4wIngWbOoVnLC_YL5JMQ",4.5,0.2,0.1,NA,0,0.1,2.5
"1268",1268,"Nn58eiGclidDQsHJEvOGsg",4.5,0,-0.2,-0.1,0.2,0,3
"1269",1269,"NNnrMgfZbzwYOb9ijXdnoQ",3.5,0,0.1,0,0,0,4
"1270",1270,"nNojDOcsS3Cbw5swkkyFuQ",5,0.1,0,NA,0.1,0.1,3
"1271",1271,"NNRfTpZiU4QlePop2krEfg",3.5,0,0,0,0,0,3.5
"1272",1272,"NNU5cnJL3pSVtB-FcZxbFQ",4.5,0.1,-0.1,NA,0,0,2.5
"1273",1273,"NnUUkOQlFeWxBXBZSC1Z5g",3.5,0,0,0,0,NA,1.5
"1274",1274,"nO1zbkU1Tz_Xtt7np7CU_g",4.5,0.2,0,NA,NA,0,2
"1275",1275,"noHUG02E8P9ESsJM2yVhUw",5,0,0,0.1,0,0,3
"1276",1276,"nOxTU01P6HQwWFOeeGgDng",4.5,0.1,0,NA,0.1,-0.1,2.5
"1277",1277,"Np_sk1Qn1AypJkEYZizuAw",3.5,-0.1,0,0.1,-0.1,-0.1,2.5
"1278",1278,"NpaBfN9YYP5nap_8Ectd5Q",2,0,0,0,-0.1,-0.1,3.5
"1279",1279,"NpdpJ_xOpPMHciwOVG7fyg",4,-0.1,0,0,-0.1,0,2.5
"1280",1280,"NPw5JX93QGTGy2T0srQNJw",4.5,0.6,0.1,-0.1,0,0,1.5
"1281",1281,"NQAkFfpMJ3J-IqP_gznGSg",4,0,0,-0.1,0,0.1,2.5
"1282",1282,"nRbyKAdKxR2lrSRuxhAqDQ",2,-0.1,-0.1,0,-0.1,-0.1,4
"1283",1283,"nRTOEnHcVbPSYGsmr7iuiw",5,0,0,0,0,0.1,2.5
"1284",1284,"NS7v1WYO_I0f_OS8YjDkQQ",5,0,NA,NA,0,0,1.5
"1285",1285,"NT_p_uz2GL92ABVHXyvnyw",4,0,NA,0,0,0,3
"1286",1286,"nt6n-cPIqsycMFBDqKj4Jw",5,0,0,0,NA,-0.1,2
"1287",1287,"nTNA_s9VBuNHEEmHcuAVRQ",5,-0.1,-0.1,NA,0.1,NA,1.5
"1288",1288,"NtR8esAZGC1S6fkb2lx3mA",5,-0.1,0,NA,0.1,0.1,1.5
"1289",1289,"nTUKVYhRXVGVwdU-t9bEeQ",3,0,0,0,0.1,-0.1,2.5
"1290",1290,"NTxOIbWNQQkLOM5btCu5gw",3.5,0,NA,-0.1,-0.1,0,3
"1291",1291,"NuX0bhhsij7P8inEU9sK4A",4,-0.1,NA,-0.1,-0.1,-0.1,2
"1292",1292,"nVsr4x1QyWYCR-JdkFf1Rw",3.5,0.1,0,0,0.1,0,3
"1293",1293,"nwj3s06jg-AbwCz9kE-mpQ",3.5,0,0,0,0,-0.1,2.5
"1294",1294,"NWpwyTNs0dcVDaiq532etg",3,0,0,0,-0.1,0,5
"1295",1295,"NWrPoZLAyJS_-ghMazSBMg",5,-0.1,NA,0,NA,-0.1,2
"1296",1296,"NX_pen_NHQ4_TyRa6VP-RA",3.5,-0.1,0,0,NA,-0.1,1.5
"1297",1297,"Nxt6oBVk7jT-5Z604A-mww",4,0,-0.1,0,-0.1,-0.1,2.5
"1298",1298,"NxxDJaTuiCwCbqHe5LBG6w",4.5,0,-0.1,0.1,0,0,3
"1299",1299,"nxz5s29huVpJmT4DyWP8hQ",5,0.1,0.2,NA,0.1,0,2
"1300",1300,"NzgRBQc-kG-xChPmq5SiUQ",5,0.1,NA,NA,-0.1,-0.1,1.5
"1301",1301,"nzWmObrhOItqzoIodHaXDQ",3.5,-0.1,-0.1,0.2,0,-0.1,2
"1302",1302,"O-1IUQWMK6JFqZkdTaHPCg",4.5,0,0.1,NA,0,0.1,2.5
"1303",1303,"O0c-TiS3cSddlZdiWOKKIg",3.5,-0.1,0,0,0,0,4
"1304",1304,"o0pbjIeMXXrjSvRx3YZ1FA",5,0.1,0.3,0,0,0,2
"1305",1305,"o12K4QtXjmz5mL2KCdxsIA",4.5,-0.1,0.2,NA,0,-0.1,2
"1306",1306,"O1O0c1aPECSS-ha8yDPTQw",2,-0.1,-0.1,0,-0.1,0,3.5
"1307",1307,"O25bbQG5hwq1AzEyK41KVw",5,-0.1,0,0,0,0,3
"1308",1308,"o2CjN11pM8LX9dSX50xUTg",4.5,0,0,0.1,0,0,2.5
"1309",1309,"O4o56tgEBgAthBqxNk2VPg",4.5,0,NA,NA,NA,0,3
"1310",1310,"O5cemkbYtZe5v24gqXNa3g",4,NA,NA,NA,-0.1,NA,1.5
"1311",1311,"O5Hscq3N1ilIHVKCXKxo0g",4.5,0,0,0,0,0,3.5
"1312",1312,"O5VbSQ1ZpbxTKJN0ak89nQ",3.5,0,-0.1,0,0,0,3
"1313",1313,"o6fuRvG-o5KDmFYW3jpFSA",3.5,-0.1,0,0,0,-0.1,3.5
"1314",1314,"o79yYYJrLMEo-sH7XXuK4Q",5,0,0.1,NA,0,0.3,2
"1315",1315,"o7xeqa6tg10Qm7Ysc-zRMg",5,0.1,-0.1,0.1,NA,0,1.5
"1316",1316,"O9uZ8FWLr96Cg1nT6xA45Q",4,0,0,-0.1,0,0,3.5
"1317",1317,"OAgilgUjYNbJzRtfhAJHCg",4,0,0,-0.1,0,0,2.5
"1318",1318,"oAmz7EL6usZgxKBGn3sCqw",4,0,0.2,0,0,-0.1,3
"1319",1319,"oARDiA7IogiUWwq03a1zMA",5,0.1,NA,NA,-0.1,0.2,1.5
"1320",1320,"OAVvO6-eXbdSh-EF_0-Dsg",2.5,0,0,-0.1,0,-0.1,3
"1321",1321,"ocFG-SmIULDNU6y07YJS6w",5,0.1,0.1,0,0,0.1,3.5
"1322",1322,"ODKLGs10kUgH64j6XAPMyQ",4.5,0,0.2,NA,0,0,2.5
"1323",1323,"oDr9CTbADy_flKeNd_Iw9A",5,0,0,0.1,0,0.1,3
"1324",1324,"oECZ4mkcnEa5ov0xwh-trQ",5,0.1,0,NA,NA,0,2.5
"1325",1325,"oEfKLq9N8b4k-otRl6Xhtw",4,0,0,0,0,0,4
"1326",1326,"OeZq4jyMA8_fDP2j1CrPIw",5,0.1,0,NA,0,-0.1,2.5
"1327",1327,"oFH0bR-CuTKNRB76CGZ9PQ",3,0,0.1,0,0,0,2
"1328",1328,"OFMMj-VmAXCXYzuQiDENZA",2.5,-0.1,-0.1,0,0,0,4
"1329",1329,"OfSwHkpE12xyBE7cQgrILg",4.5,0.1,0.1,0.2,0,0.1,2
"1330",1330,"oFVHEs0dN28P2ImZvmJaAQ",5,0.1,-0.1,0,0.1,0,2.5
"1331",1331,"OgxVgyYj8g1bP1MAHBpvTg",3,-0.1,0,0,0,0,2.5
"1332",1332,"oHBR5wLf5zbAzmllnlr9mw",2,0,-0.1,0,0,0,4
"1333",1333,"oHMutAZZuy_nsoGf6XUE2Q",5,0.2,NA,NA,NA,0.1,2
"1334",1334,"oiwmKO9DU1pVQiDqRQz0dQ",5,0,0,0,0,0,3.5
"1335",1335,"oJ3Jj82H4ky2wjyf-xNELA",4,0,-0.2,NA,-0.1,0,2
"1336",1336,"OjnXVxs7s9ax-oOK4N4t7A",3.5,0,0,0,0,0,4.5
"1337",1337,"okOFiyL_66bFueZa7wb8GA",4.5,0,-0.1,NA,0,0.1,2
"1338",1338,"okRhizmgWiVnqVoaobbqcw",5,0,-0.2,NA,NA,0.1,1.5
"1339",1339,"okytVfx0i74dhslOl9pngg",4.5,0,0,NA,0.1,-0.1,1.5
"1340",1340,"oLb-FMq4LWtayoTw42cfew",5,0.1,0.1,0,NA,-0.1,2
"1341",1341,"oLnJVg5WqBjeDcCoC9r0_w",4,0.1,0,NA,0.1,0,1.5
"1342",1342,"omDKhXgKxh6mPh8XLUpCbA",4.5,-0.1,0,NA,-0.1,0,2
"1343",1343,"Op_lIvP28_kQTbVwRQbiGQ",5,0.2,NA,NA,NA,0,1.5
"1344",1344,"Op337j8IYX2fSI5T5yeKNQ",4.5,0,0.1,0,0,0,3.5
"1345",1345,"opcA6XSiku1ouTkfyaUtJA",5,0,-0.1,0,0,0.1,1.5
"1346",1346,"oPh4asm7UyqtdzwZmH5LHg",4.5,0,-0.2,0,0,0,3
"1347",1347,"OQ2WxoY2DmhCqkoynDvHwQ",5,0.1,0.1,NA,NA,0,1.5
"1348",1348,"OqTv6L0GOJoG9iwQSiwSJA",4.5,0,0,NA,-0.1,0,3
"1349",1349,"OQYOp6P01bZahIJ3kqZKAw",5,0,NA,NA,0,NA,1.5
"1350",1350,"OS-S84yw4G5QJqsRkawYiQ",3,0.2,-0.1,0,0,0,2
"1351",1351,"ospbLtBCpQDGZi3BTzcN2Q",2.5,-0.1,0,0,0,0,2.5
"1352",1352,"oTNM4zniVFZDFaMkWWqMLA",3,-0.1,0,0,0,-0.1,2.5
"1353",1353,"OttCAWyPe1_8LW9G6w9Ldw",2.5,0,0,0,0,0,4
"1354",1354,"ou0uHPUJN-TiT9JIyQb5fA",5,0.1,0,0.2,0.1,0,4
"1355",1355,"ou1mQKbQH2l74GcyXpuWJA",5,0,0,NA,NA,0,2.5
"1356",1356,"oU3G-dZEF2hbriBRBSkUDw",5,0.1,NA,NA,0,NA,1.5
"1357",1357,"OUAkAq2WFXh4HrpBh0fcNA",5,0.1,0.2,0,0.1,-0.1,1.5
"1358",1358,"oumd5BjQxzpEt9oc4t_ezg",5,0,0,NA,0,0,2
"1359",1359,"oV1anVYvrXgERrExvGDUqQ",3.5,-0.1,0,0,0,NA,2
"1360",1360,"Ov7Bh1bttXMi8vxV5E6f8Q",5,0,0.2,NA,0.1,0.2,2.5
"1361",1361,"OVEaUnlx__yK8_uD_sib0w",4.5,0.1,0,0,0,0.1,3.5
"1362",1362,"oWBKWAIOroFmnpv9CstQdA",4,-0.1,0,0,-0.1,NA,1.5
"1363",1363,"owElLTqTp9p__EpSw7F9Tw",3,0.1,-0.1,0,0.1,0.1,2
"1364",1364,"OwYljGWd7RGL50DSLpc17g",5,0.1,-0.1,0,0,0,2.5
"1365",1365,"oxPEeg9NHDJPmE-Ae1De9Q",4.5,0.1,-0.1,0.1,-0.1,0,3
"1366",1366,"oYAe0Af0fzURn7kmKq8jxg",4.5,0,0.1,0.1,0,0.1,2.5
"1367",1367,"oYIO1OXk6_3lYqTTkyY0Eg",4.5,0,0,NA,NA,0.1,2
"1368",1368,"oySZzTAPWxlU6Ii79k_fIw",3.5,0,NA,0.2,-0.1,0,2
"1369",1369,"OZfYNKeTIW60EF5uzhq90g",2.5,0,0,0,0,0,3.5
"1370",1370,"ozKyfvLImIWe01QWgs4Mcw",4,0.1,0,0,0,0,1.5
"1371",1371,"OzmSbvW-6TyJKAwVTYoYPA",4.5,-0.1,0,0,NA,-0.1,2
"1372",1372,"ozt5bIBfuH3Hwglu3HHBgg",4,0.1,0,0,0,0,2.5
"1373",1373,"p_xu7cOSlEKh-_glgBnoEA",4.5,-0.1,NA,NA,NA,0,1.5
"1374",1374,"P0Vl1WlvUK6Ou9QGyIvHBA",3.5,0,-0.1,0,0,0,3
"1375",1375,"P1_bJ1abLbNr7vw2TizOCw",2.5,-0.1,-0.1,0,0,0,4
"1376",1376,"p1X3JAZM25nUNXNahfQv6Q",5,0.1,0.1,0,0,0,4.5
"1377",1377,"p5Ex2KgvQueERYhZc4OvSQ",5,-0.1,0.1,NA,NA,-0.1,1.5
"1378",1378,"P5gVhKsvWp7DzeV8GR71Cw",4.5,0.2,NA,NA,0,0.1,2
"1379",1379,"P8fB8jrGoX4iqEVA_lH2kg",4.5,0.3,NA,NA,0.1,0.1,1.5
"1380",1380,"P962Xm-MwsC642WPbzs7IA",5,0.1,0,0,0,0.1,3
"1381",1381,"paH1wNdYFdtsfoXnBlkhGg",5,0,0,NA,0.1,NA,2
"1382",1382,"PAWKWrUbFIXOIcX7Bao6YA",5,0,-0.1,NA,0,0.1,1.5
"1383",1383,"PB5xqt2Mzya77Mz8YOpt4Q",4.5,0,0,0,0,0,4
"1384",1384,"PbqEemx73h-VBBtn11EkNQ",1,-0.1,0,0,NA,0,2
"1385",1385,"PBTGVQ6kR_rdbUzvhaEK_w",4.5,0,0,0,0,-0.1,2.5
"1386",1386,"PC3zSTIyP8qUS9Q7Hc7TPg",4,0,0,0,0.1,0,3
"1387",1387,"pCXTOsLnI1srL8L9jhb0HA",3,-0.1,-0.1,0,-0.1,0,3.5
"1388",1388,"PDmqny6sOPbrGKc3kP-ZZg",4,0,0,0,0,0,3
"1389",1389,"PDRKWYIDCd3kUax0lfeg0g",4.5,NA,0,0.1,0,0,1.5
"1390",1390,"pDZZ5EmYyDzAqJ4-x1RsYg",2.5,-0.1,-0.1,NA,0,NA,1.5
